record_index,sample_id,model_profile_id,condition,true_label,predicted_label,citation_position,feature_name,cited_observed_value,source_observed_value,feature_name_present,feature_in_locked_primary_46,observed_value_matches_source,reference_absolute_rank,reference_signed_attribution,reference_absolute_attribution,reference_model,attribution_scale,reference_is_top_five,reference_top_five_absolute_component,citation_matches_reference_top_five
1,pilot_002,d69873ea9c5c44d5,deterministic_text,Benign,Benign,3,L4_DST_PORT,41456,41456,True,True,True,31,-0.00296703059361,0.00296703059361,random_forest,DoS probability,False,0,False
1,pilot_002,d69873ea9c5c44d5,deterministic_text,Benign,Benign,4,RETRANSMITTED_OUT_PKTS,23,23,True,True,True,11,-0.0134066924022,0.0134066924022,random_forest,DoS probability,False,0,False
1,pilot_002,d69873ea9c5c44d5,deterministic_text,Benign,Benign,5,FLOW_DURATION_MILLISECONDS,45,45,True,True,True,13,-0.0112005878409,0.0112005878409,random_forest,DoS probability,False,0,False
1,pilot_002,d69873ea9c5c44d5,structured,Benign,Benign,1,TCP_FLAGS,27,27,True,True,True,42,-0.00033162181439,0.00033162181439,logistic_regression,DoS log-odds,False,0,False
1,pilot_002,d69873ea9c5c44d5,structured,Benign,Benign,2,SERVER_TCP_FLAGS,27,27,True,True,True,2,-0.988749145052,0.988749145052,logistic_regression,DoS log-odds,True,0.988749145052,True
1,pilot_002,d69873ea9c5c44d5,structured,Benign,Benign,3,FLOW_DURATION_MILLISECONDS,45,45,True,True,True,23,-0.0237045220529,0.0237045220529,logistic_regression,DoS log-odds,False,0,False
1,pilot_002,d69873ea9c5c44d5,structured,Benign,Benign,4,MIN_TTL,31,31,True,True,True,4,-0.748725999416,0.748725999416,logistic_regression,DoS log-odds,True,0.748725999416,True
1,pilot_002,d69873ea9c5c44d5,structured,Benign,Benign,5,RETRANSMITTED_OUT_PKTS,23,23,True,True,True,38,-0.0032185787847,0.0032185787847,logistic_regression,DoS log-odds,False,0,False
1,pilot_002,d69873ea9c5c44d5,structured,Benign,Benign,1,TCP_FLAGS,27,27,True,True,True,15,-0.010611128902,0.010611128902,random_forest,DoS probability,False,0,False
1,pilot_002,d69873ea9c5c44d5,structured,Benign,Benign,2,SERVER_TCP_FLAGS,27,27,True,True,True,4,-0.039978665323,0.039978665323,random_forest,DoS probability,True,0.039978665323,True
1,pilot_002,d69873ea9c5c44d5,structured,Benign,Benign,3,FLOW_DURATION_MILLISECONDS,45,45,True,True,True,13,-0.0112005878409,0.0112005878409,random_forest,DoS probability,False,0,False
1,pilot_002,d69873ea9c5c44d5,structured,Benign,Benign,4,MIN_TTL,31,31,True,True,True,3,-0.0492711450254,0.0492711450254,random_forest,DoS probability,True,0.0492711450254,True
1,pilot_002,d69873ea9c5c44d5,structured,Benign,Benign,5,RETRANSMITTED_OUT_PKTS,23,23,True,True,True,11,-0.0134066924022,0.0134066924022,random_forest,DoS probability,False,0,False
2,pilot_003,f5cd86e2235ab5b3,deterministic_text,DoS,DoS,1,TCP_FLAGS,2,2,True,True,True,41,-1.74657716488e-05,1.74657716488e-05,logistic_regression,DoS log-odds,False,0,False
2,pilot_003,f5cd86e2235ab5b3,deterministic_text,DoS,DoS,2,L4_DST_PORT,46677,46677,True,True,True,44,0,0,logistic_regression,DoS log-odds,False,0,False
2,pilot_003,f5cd86e2235ab5b3,deterministic_text,DoS,DoS,3,OUT_PKTS,0,0,True,True,True,37,-0.00450441721881,0.00450441721881,logistic_regression,DoS log-odds,False,0,False
2,pilot_003,f5cd86e2235ab5b3,deterministic_text,DoS,DoS,4,SHORTEST_FLOW_PKT,44,44,True,True,True,27,-0.0310929595553,0.0310929595553,logistic_regression,DoS log-odds,False,0,False
2,pilot_003,f5cd86e2235ab5b3,deterministic_text,DoS,DoS,5,IN_PKTS,4,4,True,True,True,25,0.0556113072027,0.0556113072027,logistic_regression,DoS log-odds,False,0,False
2,pilot_003,f5cd86e2235ab5b3,deterministic_text,DoS,DoS,1,TCP_FLAGS,2,2,True,True,True,25,0.00515890700526,0.00515890700526,random_forest,DoS probability,False,0,False
2,pilot_003,f5cd86e2235ab5b3,deterministic_text,DoS,DoS,2,L4_DST_PORT,46677,46677,True,True,True,38,0.000913245924482,0.000913245924482,random_forest,DoS probability,False,0,False
2,pilot_003,f5cd86e2235ab5b3,deterministic_text,DoS,DoS,3,OUT_PKTS,0,0,True,True,True,7,0.0183906178684,0.0183906178684,random_forest,DoS probability,False,0,False
2,pilot_003,f5cd86e2235ab5b3,deterministic_text,DoS,DoS,4,SHORTEST_FLOW_PKT,44,44,True,True,True,4,0.0338103141059,0.0338103141059,random_forest,DoS probability,True,0.0338103141059,True
2,pilot_003,f5cd86e2235ab5b3,deterministic_text,DoS,DoS,5,IN_PKTS,4,4,True,True,True,19,0.0084759324272,0.0084759324272,random_forest,DoS probability,False,0,False
2,pilot_003,f5cd86e2235ab5b3,structured,DoS,DoS,1,TCP_FLAGS,2,2,True,True,True,41,-1.74657716488e-05,1.74657716488e-05,logistic_regression,DoS log-odds,False,0,False
2,pilot_003,f5cd86e2235ab5b3,structured,DoS,DoS,2,OUT_PKTS,0,0,True,True,True,37,-0.00450441721881,0.00450441721881,logistic_regression,DoS log-odds,False,0,False
2,pilot_003,f5cd86e2235ab5b3,structured,DoS,DoS,3,IN_PKTS,4,4,True,True,True,25,0.0556113072027,0.0556113072027,logistic_regression,DoS log-odds,False,0,False
2,pilot_003,f5cd86e2235ab5b3,structured,DoS,DoS,4,FLOW_DURATION_MILLISECONDS,20008,20008,True,True,True,6,0.510687243088,0.510687243088,logistic_regression,DoS log-odds,False,0,False
2,pilot_003,f5cd86e2235ab5b3,structured,DoS,DoS,5,L4_DST_PORT,46677,46677,True,True,True,44,0,0,logistic_regression,DoS log-odds,False,0,False
2,pilot_003,f5cd86e2235ab5b3,structured,DoS,DoS,1,TCP_FLAGS,2,2,True,True,True,25,0.00515890700526,0.00515890700526,random_forest,DoS probability,False,0,False
2,pilot_003,f5cd86e2235ab5b3,structured,DoS,DoS,2,OUT_PKTS,0,0,True,True,True,7,0.0183906178684,0.0183906178684,random_forest,DoS probability,False,0,False
2,pilot_003,f5cd86e2235ab5b3,structured,DoS,DoS,3,IN_PKTS,4,4,True,True,True,19,0.0084759324272,0.0084759324272,random_forest,DoS probability,False,0,False
2,pilot_003,f5cd86e2235ab5b3,structured,DoS,DoS,4,FLOW_DURATION_MILLISECONDS,20008,20008,True,True,True,23,0.0066862647492,0.0066862647492,random_forest,DoS probability,False,0,False
2,pilot_003,f5cd86e2235ab5b3,structured,DoS,DoS,5,L4_DST_PORT,46677,46677,True,True,True,38,0.000913245924482,0.000913245924482,random_forest,DoS probability,False,0,False
3,pilot_004,b8ba16aed4998c8f,deterministic_text,DoS,Benign,1,IN_PKTS,9,9,True,True,True,16,0.0376461864059,0.0376461864059,logistic_regression,DoS log-odds,False,0,False
3,pilot_004,b8ba16aed4998c8f,deterministic_text,DoS,Benign,2,FLOW_DURATION_MILLISECONDS,311,311,True,True,True,22,-0.017886119482,0.017886119482,logistic_regression,DoS log-odds,False,0,False
3,pilot_004,b8ba16aed4998c8f,deterministic_text,DoS,Benign,3,TCP_FLAGS,17,17,True,True,True,25,0.0115131081223,0.0115131081223,logistic_regression,DoS log-odds,False,0,False
3,pilot_004,b8ba16aed4998c8f,deterministic_text,DoS,Benign,4,L4_DST_PORT,21,21,True,True,True,7,-0.202222770953,0.202222770953,logistic_regression,DoS log-odds,False,0,False
3,pilot_004,b8ba16aed4998c8f,deterministic_text,DoS,Benign,5,IN_BYTES,1095,1095,True,True,True,41,-0.00215341221703,0.00215341221703,logistic_regression,DoS log-odds,False,0,False
3,pilot_004,b8ba16aed4998c8f,deterministic_text,DoS,Benign,1,IN_PKTS,9,9,True,True,True,10,0.0103255331024,0.0103255331024,random_forest,DoS probability,False,0,False
3,pilot_004,b8ba16aed4998c8f,deterministic_text,DoS,Benign,2,FLOW_DURATION_MILLISECONDS,311,311,True,True,True,12,0.0101961709389,0.0101961709389,random_forest,DoS probability,False,0,False
3,pilot_004,b8ba16aed4998c8f,deterministic_text,DoS,Benign,3,TCP_FLAGS,17,17,True,True,True,25,0.00386500376817,0.00386500376817,random_forest,DoS probability,False,0,False
3,pilot_004,b8ba16aed4998c8f,deterministic_text,DoS,Benign,4,L4_DST_PORT,21,21,True,True,True,14,-0.00995333030871,0.00995333030871,random_forest,DoS probability,False,0,False
3,pilot_004,b8ba16aed4998c8f,deterministic_text,DoS,Benign,5,IN_BYTES,1095,1095,True,True,True,28,0.00285744416923,0.00285744416923,random_forest,DoS probability,False,0,False
3,pilot_004,b8ba16aed4998c8f,structured,DoS,Benign,1,IN_PKTS,9,9,True,True,True,16,0.0376461864059,0.0376461864059,logistic_regression,DoS log-odds,False,0,False
3,pilot_004,b8ba16aed4998c8f,structured,DoS,Benign,2,TCP_FLAGS,17,17,True,True,True,25,0.0115131081223,0.0115131081223,logistic_regression,DoS log-odds,False,0,False
3,pilot_004,b8ba16aed4998c8f,structured,DoS,Benign,3,IN_BYTES,1095,1095,True,True,True,41,-0.00215341221703,0.00215341221703,logistic_regression,DoS log-odds,False,0,False
3,pilot_004,b8ba16aed4998c8f,structured,DoS,Benign,4,FLOW_DURATION_MILLISECONDS,311,311,True,True,True,22,-0.017886119482,0.017886119482,logistic_regression,DoS log-odds,False,0,False
3,pilot_004,b8ba16aed4998c8f,structured,DoS,Benign,5,L4_DST_PORT,21,21,True,True,True,7,-0.202222770953,0.202222770953,logistic_regression,DoS log-odds,False,0,False
3,pilot_004,b8ba16aed4998c8f,structured,DoS,Benign,1,IN_PKTS,9,9,True,True,True,10,0.0103255331024,0.0103255331024,random_forest,DoS probability,False,0,False
3,pilot_004,b8ba16aed4998c8f,structured,DoS,Benign,2,TCP_FLAGS,17,17,True,True,True,25,0.00386500376817,0.00386500376817,random_forest,DoS probability,False,0,False
3,pilot_004,b8ba16aed4998c8f,structured,DoS,Benign,3,IN_BYTES,1095,1095,True,True,True,28,0.00285744416923,0.00285744416923,random_forest,DoS probability,False,0,False
3,pilot_004,b8ba16aed4998c8f,structured,DoS,Benign,4,FLOW_DURATION_MILLISECONDS,311,311,True,True,True,12,0.0101961709389,0.0101961709389,random_forest,DoS probability,False,0,False
3,pilot_004,b8ba16aed4998c8f,structured,DoS,Benign,5,L4_DST_PORT,21,21,True,True,True,14,-0.00995333030871,0.00995333030871,random_forest,DoS probability,False,0,False
4,pilot_005,63c8049f8fe1fdd8,deterministic_text,Benign,DoS,1,RETRANSMITTED_IN_PKTS,4,4,True,True,True,31,0.0116628901079,0.0116628901079,logistic_regression,DoS log-odds,False,0,False
4,pilot_005,63c8049f8fe1fdd8,deterministic_text,Benign,DoS,2,L7_PROTO,37,37,True,True,True,5,-0.692084173459,0.692084173459,logistic_regression,DoS log-odds,True,0.692084173459,True
4,pilot_005,63c8049f8fe1fdd8,deterministic_text,Benign,DoS,3,FLOW_DURATION_MILLISECONDS,528,528,True,True,True,25,-0.015535241298,0.015535241298,logistic_regression,DoS log-odds,False,0,False
4,pilot_005,63c8049f8fe1fdd8,deterministic_text,Benign,DoS,4,SRC_TO_DST_AVG_THROUGHPUT,135017,135017,True,True,True,18,0.0692810445182,0.0692810445182,logistic_regression,DoS log-odds,False,0,False
4,pilot_005,63c8049f8fe1fdd8,deterministic_text,Benign,DoS,5,MIN_TTL,31,31,True,True,True,3,-0.751375024111,0.751375024111,logistic_regression,DoS log-odds,True,0.751375024111,True
4,pilot_005,63c8049f8fe1fdd8,deterministic_text,Benign,DoS,1,RETRANSMITTED_IN_PKTS,4,4,True,True,True,20,-0.00747817924155,0.00747817924155,random_forest,DoS probability,False,0,False
4,pilot_005,63c8049f8fe1fdd8,deterministic_text,Benign,DoS,2,L7_PROTO,37,37,True,True,True,8,-0.0275209473602,0.0275209473602,random_forest,DoS probability,False,0,False
4,pilot_005,63c8049f8fe1fdd8,deterministic_text,Benign,DoS,3,FLOW_DURATION_MILLISECONDS,528,528,True,True,True,34,0.00163289658644,0.00163289658644,random_forest,DoS probability,False,0,False
4,pilot_005,63c8049f8fe1fdd8,deterministic_text,Benign,DoS,4,SRC_TO_DST_AVG_THROUGHPUT,135017,135017,True,True,True,19,-0.00762582943177,0.00762582943177,random_forest,DoS probability,False,0,False
4,pilot_005,63c8049f8fe1fdd8,deterministic_text,Benign,DoS,5,MIN_TTL,31,31,True,True,True,3,-0.0713742189288,0.0713742189288,random_forest,DoS probability,True,0.0713742189288,True
4,pilot_005,63c8049f8fe1fdd8,structured,Benign,Benign,1,IN_PKTS,14,14,True,True,True,22,0.0247328937758,0.0247328937758,logistic_regression,DoS log-odds,False,0,False
4,pilot_005,63c8049f8fe1fdd8,structured,Benign,Benign,2,IN_BYTES,8928,8928,True,True,True,41,-0.000142270156385,0.000142270156385,logistic_regression,DoS log-odds,False,0,False
4,pilot_005,63c8049f8fe1fdd8,structured,Benign,Benign,3,SRC_TO_DST_AVG_THROUGHPUT,135017,135017,True,True,True,18,0.0692810445182,0.0692810445182,logistic_regression,DoS log-odds,False,0,False
4,pilot_005,63c8049f8fe1fdd8,structured,Benign,Benign,4,FLOW_DURATION_MILLISECONDS,528,528,True,True,True,25,-0.015535241298,0.015535241298,logistic_regression,DoS log-odds,False,0,False
4,pilot_005,63c8049f8fe1fdd8,structured,Benign,Benign,5,MIN_TTL,31,31,True,True,True,3,-0.751375024111,0.751375024111,logistic_regression,DoS log-odds,True,0.751375024111,True
4,pilot_005,63c8049f8fe1fdd8,structured,Benign,Benign,1,IN_PKTS,14,14,True,True,True,11,-0.0115357720554,0.0115357720554,random_forest,DoS probability,False,0,False
4,pilot_005,63c8049f8fe1fdd8,structured,Benign,Benign,2,IN_BYTES,8928,8928,True,True,True,22,-0.00672520089164,0.00672520089164,random_forest,DoS probability,False,0,False
4,pilot_005,63c8049f8fe1fdd8,structured,Benign,Benign,3,SRC_TO_DST_AVG_THROUGHPUT,135017,135017,True,True,True,19,-0.00762582943177,0.00762582943177,random_forest,DoS probability,False,0,False
4,pilot_005,63c8049f8fe1fdd8,structured,Benign,Benign,4,FLOW_DURATION_MILLISECONDS,528,528,True,True,True,34,0.00163289658644,0.00163289658644,random_forest,DoS probability,False,0,False
4,pilot_005,63c8049f8fe1fdd8,structured,Benign,Benign,5,MIN_TTL,31,31,True,True,True,3,-0.0713742189288,0.0713742189288,random_forest,DoS probability,True,0.0713742189288,True
5,pilot_006,bd45078ab8480f70,deterministic_text,Benign,Benign,1,L4_DST_PORT,53,53,True,True,True,26,-0.0218719048395,0.0218719048395,logistic_regression,DoS log-odds,False,0,False
5,pilot_006,bd45078ab8480f70,deterministic_text,Benign,Benign,2,L7_PROTO,5,5,True,True,True,27,-0.0218719048395,0.0218719048395,logistic_regression,DoS log-odds,False,0,False
5,pilot_006,bd45078ab8480f70,deterministic_text,Benign,Benign,3,IN_PKTS,2,2,True,True,True,20,0.0573313266097,0.0573313266097,logistic_regression,DoS log-odds,False,0,False
5,pilot_006,bd45078ab8480f70,deterministic_text,Benign,Benign,4,FLOW_DURATION_MILLISECONDS,1,1,True,True,True,24,-0.0236591246,0.0236591246,logistic_regression,DoS log-odds,False,0,False
5,pilot_006,bd45078ab8480f70,deterministic_text,Benign,Benign,5,DNS_QUERY_TYPE,1,1,True,True,True,28,-0.0218719048395,0.0218719048395,logistic_regression,DoS log-odds,False,0,False
5,pilot_006,bd45078ab8480f70,deterministic_text,Benign,Benign,1,L4_DST_PORT,53,53,True,True,True,9,-0.0158876489786,0.0158876489786,random_forest,DoS probability,False,0,False
5,pilot_006,bd45078ab8480f70,deterministic_text,Benign,Benign,2,L7_PROTO,5,5,True,True,True,7,-0.0212491611465,0.0212491611465,random_forest,DoS probability,False,0,False
5,pilot_006,bd45078ab8480f70,deterministic_text,Benign,Benign,3,IN_PKTS,2,2,True,True,True,16,0.00890970961342,0.00890970961342,random_forest,DoS probability,False,0,False
5,pilot_006,bd45078ab8480f70,deterministic_text,Benign,Benign,4,FLOW_DURATION_MILLISECONDS,1,1,True,True,True,15,-0.0090675942286,0.0090675942286,random_forest,DoS probability,False,0,False
5,pilot_006,bd45078ab8480f70,deterministic_text,Benign,Benign,5,DNS_QUERY_TYPE,1,1,True,True,True,6,-0.0285452323511,0.0285452323511,random_forest,DoS probability,False,0,False
5,pilot_006,bd45078ab8480f70,structured,Benign,Benign,1,L4_DST_PORT,53,53,True,True,True,26,-0.0218719048395,0.0218719048395,logistic_regression,DoS log-odds,False,0,False
5,pilot_006,bd45078ab8480f70,structured,Benign,Benign,2,OUT_BYTES,178,178,True,True,True,37,-0.00777872724874,0.00777872724874,logistic_regression,DoS log-odds,False,0,False
5,pilot_006,bd45078ab8480f70,structured,Benign,Benign,3,IN_PKTS,2,2,True,True,True,20,0.0573313266097,0.0573313266097,logistic_regression,DoS log-odds,False,0,False
5,pilot_006,bd45078ab8480f70,structured,Benign,Benign,4,DNS_QUERY_TYPE,1,1,True,True,True,28,-0.0218719048395,0.0218719048395,logistic_regression,DoS log-odds,False,0,False
5,pilot_006,bd45078ab8480f70,structured,Benign,Benign,5,FLOW_DURATION_MILLISECONDS,1,1,True,True,True,24,-0.0236591246,0.0236591246,logistic_regression,DoS log-odds,False,0,False
5,pilot_006,bd45078ab8480f70,structured,Benign,Benign,1,L4_DST_PORT,53,53,True,True,True,9,-0.0158876489786,0.0158876489786,random_forest,DoS probability,False,0,False
5,pilot_006,bd45078ab8480f70,structured,Benign,Benign,2,OUT_BYTES,178,178,True,True,True,19,-0.00748454741148,0.00748454741148,random_forest,DoS probability,False,0,False
5,pilot_006,bd45078ab8480f70,structured,Benign,Benign,3,IN_PKTS,2,2,True,True,True,16,0.00890970961342,0.00890970961342,random_forest,DoS probability,False,0,False
5,pilot_006,bd45078ab8480f70,structured,Benign,Benign,4,DNS_QUERY_TYPE,1,1,True,True,True,6,-0.0285452323511,0.0285452323511,random_forest,DoS probability,False,0,False
5,pilot_006,bd45078ab8480f70,structured,Benign,Benign,5,FLOW_DURATION_MILLISECONDS,1,1,True,True,True,15,-0.0090675942286,0.0090675942286,random_forest,DoS probability,False,0,False
7,pilot_008,3c9513c21b4c3ee0,deterministic_text,DoS,Benign,1,IN_PKTS,10,10,True,True,True,18,0.046282833515,0.046282833515,logistic_regression,DoS log-odds,False,0,False
7,pilot_008,3c9513c21b4c3ee0,deterministic_text,DoS,Benign,2,PROTOCOL,6,6,True,True,True,8,0.196542616991,0.196542616991,logistic_regression,DoS log-odds,False,0,False
7,pilot_008,3c9513c21b4c3ee0,deterministic_text,DoS,Benign,3,L4_DST_PORT,80,80,True,True,True,5,0.585425249008,0.585425249008,logistic_regression,DoS log-odds,True,0.585425249008,True
7,pilot_008,3c9513c21b4c3ee0,deterministic_text,DoS,Benign,4,TCP_FLAGS,19,19,True,True,True,9,0.146396606346,0.146396606346,logistic_regression,DoS log-odds,False,0,False
7,pilot_008,3c9513c21b4c3ee0,deterministic_text,DoS,Benign,5,FLOW_DURATION_MILLISECONDS,191,191,True,True,True,23,-0.0240075733087,0.0240075733087,logistic_regression,DoS log-odds,False,0,False
7,pilot_008,3c9513c21b4c3ee0,deterministic_text,DoS,Benign,1,IN_PKTS,10,10,True,True,True,14,0.0084787576462,0.0084787576462,random_forest,DoS probability,False,0,False
7,pilot_008,3c9513c21b4c3ee0,deterministic_text,DoS,Benign,2,PROTOCOL,6,6,True,True,True,36,0.00131850470321,0.00131850470321,random_forest,DoS probability,False,0,False
7,pilot_008,3c9513c21b4c3ee0,deterministic_text,DoS,Benign,3,L4_DST_PORT,80,80,True,True,True,20,0.0066722327523,0.0066722327523,random_forest,DoS probability,False,0,False
7,pilot_008,3c9513c21b4c3ee0,deterministic_text,DoS,Benign,4,TCP_FLAGS,19,19,True,True,True,7,0.0188802166276,0.0188802166276,random_forest,DoS probability,False,0,False
7,pilot_008,3c9513c21b4c3ee0,deterministic_text,DoS,Benign,5,FLOW_DURATION_MILLISECONDS,191,191,True,True,True,27,-0.00356185038456,0.00356185038456,random_forest,DoS probability,False,0,False
7,pilot_008,3c9513c21b4c3ee0,structured,DoS,Benign,1,L4_DST_PORT,80,80,True,True,True,5,0.585425249008,0.585425249008,logistic_regression,DoS log-odds,True,0.585425249008,True
7,pilot_008,3c9513c21b4c3ee0,structured,DoS,Benign,2,IN_PKTS,10,10,True,True,True,18,0.046282833515,0.046282833515,logistic_regression,DoS log-odds,False,0,False
7,pilot_008,3c9513c21b4c3ee0,structured,DoS,Benign,3,FLOW_DURATION_MILLISECONDS,191,191,True,True,True,23,-0.0240075733087,0.0240075733087,logistic_regression,DoS log-odds,False,0,False
7,pilot_008,3c9513c21b4c3ee0,structured,DoS,Benign,4,TCP_FLAGS,19,19,True,True,True,9,0.146396606346,0.146396606346,logistic_regression,DoS log-odds,False,0,False
7,pilot_008,3c9513c21b4c3ee0,structured,DoS,Benign,5,SRC_TO_DST_AVG_THROUGHPUT,49916,49916,True,True,True,11,0.105008172867,0.105008172867,logistic_regression,DoS log-odds,False,0,False
7,pilot_008,3c9513c21b4c3ee0,structured,DoS,Benign,1,L4_DST_PORT,80,80,True,True,True,20,0.0066722327523,0.0066722327523,random_forest,DoS probability,False,0,False
7,pilot_008,3c9513c21b4c3ee0,structured,DoS,Benign,2,IN_PKTS,10,10,True,True,True,14,0.0084787576462,0.0084787576462,random_forest,DoS probability,False,0,False
7,pilot_008,3c9513c21b4c3ee0,structured,DoS,Benign,3,FLOW_DURATION_MILLISECONDS,191,191,True,True,True,27,-0.00356185038456,0.00356185038456,random_forest,DoS probability,False,0,False
7,pilot_008,3c9513c21b4c3ee0,structured,DoS,Benign,4,TCP_FLAGS,19,19,True,True,True,7,0.0188802166276,0.0188802166276,random_forest,DoS probability,False,0,False
7,pilot_008,3c9513c21b4c3ee0,structured,DoS,Benign,5,SRC_TO_DST_AVG_THROUGHPUT,49916,49916,True,True,True,21,-0.00499458845011,0.00499458845011,random_forest,DoS probability,False,0,False
8,pilot_009,f6433b14fa74884b,deterministic_text,DoS,Benign,1,FTP_COMMAND_RET_CODE,200,200,True,True,True,11,0.171937252423,0.171937252423,logistic_regression,DoS log-odds,False,0,False
8,pilot_009,f6433b14fa74884b,deterministic_text,DoS,Benign,2,IN_PKTS,11,11,True,True,True,22,0.0434678320139,0.0434678320139,logistic_regression,DoS log-odds,False,0,False
